****************************************************************************************************
----------------------------------------------------------------------------------------------------
Ambient Table:
     Depth   Amb-cur   Amb-dir   Amb-sal   Amb-tem   Amb-pol     Decay   Far-spd   Far-dir   Disprsn
       (m)     (m/s)     (deg)     (psu)       (C)    (mg/L)   (1/day)     (m/s)     (deg)(m0.67/s2)
     0.000     0.090     0.000    32.000    14.000     0.000     0.000     0.050     0.000   0.00030
     2.000     0.085     0.000    32.000    12.000     0.000     0.000     0.050     0.000   0.00030
     4.000     0.070     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
     6.000     0.065     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
     8.000     0.060     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
    10.000     0.055     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
    12.000     0.050     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
----------------------------------------------------------------------------------------------------
Diffuser Table:
     P-dia    P-elev   V-angle   H-angle     Ports   Spacing   AcuteMZ   ChrncMZ   P-depth   Ttl-flo   Eff-sal      Temp   Polutnt
       (m)       (m)     (deg)     (deg)       ( )       (m)       (m)       (m)       (m)     (MGD)     (psu)       (C)    (mg/L)
      0.08      0.31     45.00     30.00     18.00      6.10     10.20    102.00     11.00      8.00      0.00      2.63    100.00
----------------------------------------------------------------------------------------------------
Simulation Results:
              Dilutn     P-dia    x-posn    y-posn     Depth        DO
      Step (FluxAvg)       (m)       (m)       (m)       (m)    (mg/L)
       120    10.527     0.747     1.007     0.531    -9.879   -81.074
       121    10.737     0.761     1.027     0.541    -9.857   -81.250
       122    10.951     0.775     1.047     0.550    -9.834   -81.424
       123    11.169     0.789     1.068     0.560    -9.811   -81.594
       124    11.392     0.803     1.090     0.571    -9.787   -81.761
       125    11.620     0.817     1.111     0.581    -9.763   -81.926
       126    11.852     0.832     1.133     0.591    -9.738   -82.087
       127    12.088     0.846     1.156     0.601    -9.713   -82.246
       128    12.330     0.861     1.178     0.612    -9.688   -82.402
       129    12.576     0.877     1.201     0.623    -9.662   -82.555
       130    12.827     0.892     1.225     0.633    -9.636   -82.705
       131    13.083     0.908     1.248     0.644    -9.609   -82.853
       132    13.344     0.923     1.272     0.655    -9.582   -82.999
       133    13.610     0.940     1.297     0.666    -9.555   -83.142
       134    13.882     0.956     1.321     0.678    -9.527   -83.282
       135    14.159     0.972     1.346     0.689    -9.499   -83.421
       136    14.442     0.989     1.372     0.700    -9.470   -83.557
       137    14.730     1.006     1.397     0.712    -9.441   -83.690
       138    15.025     1.024     1.423     0.723    -9.411   -83.822
       139    15.325     1.041     1.450     0.735    -9.381   -83.951
       140    15.631     1.059     1.476     0.747    -9.351   -84.079
       141    15.943     1.077     1.503     0.758    -9.320   -84.204
       142    16.261     1.095     1.530     0.770    -9.289   -84.327
       143    16.586     1.114     1.558     0.782    -9.257   -84.448
       144    16.917     1.132     1.586     0.794    -9.225   -84.568
       145    17.255     1.151     1.614     0.806    -9.192   -84.685
       146    17.600     1.170     1.642     0.818    -9.160   -84.801
       147    17.951     1.190     1.671     0.830    -9.126   -84.914
       148    18.310     1.210     1.700     0.843    -9.092   -85.026
       149    18.676     1.230     1.729     0.855    -9.058   -85.137
       150    19.049     1.250     1.758     0.867    -9.024   -85.246
       151    19.429     1.270     1.788     0.880    -8.989   -85.353
       152    19.817     1.291     1.818     0.892    -8.953   -85.458
       153    20.213     1.312     1.849     0.904    -8.917   -85.562
       154    20.617     1.334     1.879     0.917    -8.881   -85.664
       155    21.029     1.355     1.910     0.929    -8.844   -85.765
       156    21.449     1.377     1.942     0.942    -8.807   -85.865
       157    21.877     1.399     1.973     0.954    -8.769   -85.963
       158    22.315     1.422     2.005     0.967    -8.731   -86.060
       159    22.760     1.444     2.037     0.979    -8.693   -86.155
       160    23.215     1.467     2.069     0.992    -8.654   -86.249
       161    23.679     1.490     2.102     1.005    -8.615   -86.342
       162    24.152     1.514     2.135     1.017    -8.575   -86.433
       163    24.635     1.538     2.168     1.030    -8.535   -86.524
       164    25.127     1.562     2.201     1.042    -8.494   -86.613
       165    25.629     1.586     2.235     1.055    -8.453   -86.701
       166    26.141     1.611     2.269     1.068    -8.411   -86.788
       167    26.663     1.636     2.303     1.080    -8.369   -86.873
       168    27.196     1.661     2.337     1.093    -8.327   -86.958
       169    27.740     1.687     2.372     1.106    -8.284   -87.042
       170    28.294     1.713     2.407     1.118    -8.241   -87.124
       171    28.859     1.739     2.442     1.131    -8.197   -87.206
       172    29.436     1.765     2.478     1.144    -8.153   -87.287
       173    30.024     1.792     2.513     1.156    -8.108   -87.366
       174    30.624     1.819     2.549     1.169    -8.063   -87.445
       175    31.236     1.847     2.586     1.181    -8.017   -87.523
       176    31.861     1.874     2.622     1.194    -7.971   -87.600
       177    32.497     1.902     2.659     1.206    -7.925   -87.676
       178    33.147     1.931     2.696     1.219    -7.878   -87.752
       179    33.809     1.959     2.733     1.231    -7.830   -87.826
       180    34.485     1.988     2.771     1.244    -7.782   -87.899
       181    35.174     2.018     2.809     1.256    -7.734   -87.971
       182    35.877     2.048     2.847     1.269    -7.685   -88.043
       183    36.594     2.078     2.885     1.281    -7.636   -88.113
       184    37.326     2.108     2.924     1.294    -7.586   -88.183
       185    38.072     2.139     2.963     1.306    -7.536   -88.251
       186    38.833     2.170     3.002     1.318    -7.485   -88.319
       187    39.609     2.201     3.042     1.330    -7.434   -88.386
       188    40.401     2.233     3.082     1.343    -7.383   -88.452
       189    41.208     2.265     3.122     1.355    -7.330   -88.517
       190    42.032     2.298     3.162     1.367    -7.278   -88.582
       191    42.872     2.331     3.203     1.379    -7.225   -88.646
       192    43.729     2.364     3.244     1.391    -7.171   -88.709
       193    44.603     2.398     3.285     1.403    -7.117   -88.771
       194    45.495     2.432     3.327     1.415    -7.063   -88.833
       195    46.404     2.466     3.369     1.427    -7.008   -88.894
       196    47.332     2.501     3.411     1.439    -6.953   -88.954
       197    48.278     2.536     3.453     1.451    -6.897   -89.013
       198    49.243     2.572     3.496     1.462    -6.840   -89.072
       199    50.228     2.607     3.539     1.474    -6.783   -89.131
       200    51.232     2.644     3.583     1.486    -6.726   -89.189
       201    52.256     2.681     3.626     1.498    -6.668   -89.246
       202    53.301     2.718     3.670     1.509    -6.610   -89.303
       203    54.366     2.755     3.715     1.521    -6.551   -89.359
       204    55.453     2.794     3.759     1.532    -6.492   -89.414
       205    56.562     2.832     3.805     1.544    -6.432   -89.470
       206    57.692     2.871     3.850     1.555    -6.372   -89.524
       207    58.846     2.910     3.896     1.566    -6.311   -89.578
       208    60.022     2.950     3.942     1.578    -6.250   -89.632
       209    61.222     2.990     3.988     1.589    -6.188   -89.685
       210    62.446     3.031     4.035     1.600    -6.126   -89.738
       211    63.695     3.072     4.082     1.611    -6.063   -89.790
       212    64.968     3.114     4.130     1.622    -6.000   -89.842
       213    66.267     3.156     4.178     1.633    -5.936   -89.894
       214    67.592     3.198     4.226     1.644    -5.872   -89.945
       215    68.943     3.241     4.275     1.655    -5.807   -89.996
       216    70.322     3.285     4.324     1.666    -5.742   -90.047
       217    71.728     3.329     4.374     1.676    -5.676   -90.098
       218    73.162     3.373     4.423     1.687    -5.610   -90.149
       219    74.625     3.418     4.474     1.698    -5.543   -90.199
       220    76.117     3.463     4.525     1.708    -5.475   -90.250
       221    77.638     3.509     4.576     1.719    -5.408   -90.301
       222    79.191     3.556     4.627     1.729    -5.339   -90.352
       223    80.774     3.603     4.679     1.740    -5.271   -90.403
       224    82.389     3.650     4.732     1.750    -5.201   -90.454
       225    84.036     3.698     4.785     1.760    -5.132   -90.504
       226    85.717     3.747     4.838     1.770    -5.061   -90.555
       227    87.431     3.796     4.892     1.781    -4.990   -90.606
       228    89.179     3.846     4.947     1.791    -4.919   -90.657
       229    90.962     3.896     5.001     1.801    -4.847   -90.708
       230    92.781     3.947     5.057     1.811    -4.775   -90.759
       231    94.636     3.998     5.113     1.821    -4.702   -90.810
       232    96.528     4.050     5.169     1.830    -4.629   -90.861
       233    98.458     4.102     5.226     1.840    -4.555   -90.913
       234   100.427     4.155     5.283     1.850    -4.480   -90.964
       235   102.435     4.209     5.341     1.860    -4.406   -91.015
       236   104.483     4.263     5.399     1.869    -4.330   -91.067
       237   106.572     4.318     5.458     1.879    -4.254   -91.118
       238   108.703     4.373     5.518     1.888    -4.178   -91.170
       239   110.877     4.429     5.578     1.898    -4.101   -91.222
       240   113.094     4.486     5.639     1.907    -4.024   -91.274
       241   115.355     4.543     5.700     1.916    -3.946   -91.326
       242   117.662     4.601     5.762     1.925    -3.867   -91.378
       243   120.015     4.660     5.824     1.934    -3.789   -91.430
       244   122.415     4.720     5.886     1.943    -3.710   -91.483
       245   124.863     4.784     5.949     1.952    -3.632   -91.537
       246   127.360     4.850     6.012     1.961    -3.555   -91.591
       247   129.907     4.920     6.074     1.970    -3.479   -91.645
       248   132.505     4.993     6.137     1.978    -3.404   -91.700
       249   135.155     5.069     6.199     1.986    -3.330   -91.755
       250   137.648     5.144     6.256     1.994    -3.263   -91.807
---------------------------- Plume traps -----------------------------
       251   139.931     5.216     6.307     2.000    -3.205   -91.853
       252   142.017     5.283     6.352     2.006    -3.154   -91.896
       253   143.952     5.346     6.393     2.011    -3.108   -91.935
       254   145.770     5.405     6.431     2.016    -3.067   -91.971
       255   147.499     5.462     6.466     2.020    -3.029   -92.005
       256   149.157     5.517     6.500     2.024    -2.993   -92.038
       257   150.757     5.571     6.532     2.028    -2.960   -92.069
------------------------- merging happened ---------------------------
       258   152.306     5.623     6.562     2.031    -2.928   -92.099
       259   153.668     5.672     6.591     2.035    -2.899   -92.125
       260   155.017     5.722     6.621     2.038    -2.869   -92.151
       261   156.331     5.774     6.651     2.042    -2.839   -92.175
       262   157.626     5.828     6.680     2.045    -2.811   -92.200
       263   158.845     5.881     6.708     2.048    -2.784   -92.222
       264   160.015     5.935     6.736     2.051    -2.758   -92.244
       265   161.123     5.987     6.763     2.055    -2.732   -92.264
       266   162.186     6.039     6.790     2.058    -2.707   -92.284
       267   163.197     6.091     6.816     2.060    -2.683   -92.302
       268   164.164     6.142     6.843     2.063    -2.659   -92.320
       269   165.084     6.193     6.869     2.066    -2.637   -92.337
       270   165.961     6.243     6.894     2.069    -2.614   -92.353
       271   166.796     6.292     6.920     2.072    -2.593   -92.368
       272   167.592     6.340     6.945     2.074    -2.571   -92.382
       273   168.349     6.388     6.969     2.077    -2.551   -92.396
       274   169.069     6.435     6.993     2.080    -2.531   -92.409
---------------------------- Plume surfaces --------------------------
       275   169.754     6.481     7.017     2.082    -2.512   -92.421
       276   170.407     6.527     7.041     2.085    -2.493   -92.433
       277   171.027     6.572     7.064     2.087    -2.475   -92.444
       278   171.618     6.616     7.087     2.090    -2.457   -92.454
       279   172.180     6.660     7.109     2.092    -2.440   -92.464
       280   172.716     6.702     7.131     2.094    -2.423   -92.474
       281   173.226     6.744     7.153     2.097    -2.407   -92.483
       282   173.712     6.786     7.174     2.099    -2.392   -92.491
       283   174.175     6.826     7.195     2.101    -2.377   -92.500
       284   174.617     6.866     7.216     2.103    -2.362   -92.508
       285   175.038     6.906     7.237     2.105    -2.348   -92.515
       286   175.441     6.945     7.257     2.107    -2.334   -92.522
       287   175.825     6.983     7.276     2.109    -2.320   -92.529
       288   176.192     7.020     7.296     2.111    -2.307   -92.536
       289   176.542     7.057     7.315     2.113    -2.295   -92.542
       290   176.878     7.094     7.334     2.115    -2.282   -92.548
       291   177.199     7.129     7.353     2.117    -2.271   -92.554
       292   177.506     7.165     7.371     2.119    -2.259   -92.559
       293   177.800     7.199     7.389     2.121    -2.248   -92.564
       294   178.082     7.233     7.407     2.123    -2.237   -92.569
       295   178.352     7.267     7.425     2.124    -2.226   -92.574
       296   178.611     7.300     7.443     2.126    -2.216   -92.579
       297   178.860     7.332     7.460     2.128    -2.206   -92.583
       298   179.099     7.364     7.477     2.130    -2.197   -92.587
       299   179.328     7.396     7.493     2.131    -2.187   -92.592
       300   179.548     7.427     7.510     2.133    -2.178   -92.595
       301   179.760     7.457     7.526     2.135    -2.169   -92.599
       302   179.964     7.487     7.543     2.136    -2.161   -92.603
       303   180.160     7.517     7.559     2.138    -2.152   -92.606
       304   180.349     7.546     7.574     2.140    -2.144   -92.610
       305   180.530     7.575     7.590     2.141    -2.136   -92.613
       306   180.705     7.603     7.605     2.143    -2.129   -92.616
       307   180.874     7.631     7.621     2.144    -2.121   -92.619
       308   181.036     7.658     7.636     2.146    -2.114   -92.622
       309   181.193     7.685     7.651     2.147    -2.107   -92.625
       310   181.344     7.711     7.665     2.149    -2.100   -92.628
       311   181.489     7.737     7.680     2.150    -2.094   -92.630
       312   181.630     7.762     7.694     2.152    -2.087   -92.633
       313   181.765     7.787     7.709     2.153    -2.081   -92.635
       314   181.896     7.812     7.723     2.154    -2.075   -92.638
       315   182.023     7.836     7.737     2.156    -2.069   -92.640
       316   182.145     7.860     7.751     2.157    -2.063   -92.642
       317   182.262     7.883     7.765     2.159    -2.058   -92.644
       318   182.376     7.906     7.778     2.160    -2.053   -92.646
       319   182.486     7.928     7.792     2.161    -2.047   -92.648
       320   182.592     7.950     7.805     2.163    -2.042   -92.650
       321   182.695     7.972     7.819     2.164    -2.037   -92.652
       322   182.794     7.993     7.832     2.165    -2.033   -92.654
       323   182.890     8.014     7.845     2.166    -2.028   -92.656
       324   182.982     8.034     7.858     2.168    -2.023   -92.657
       325   183.072     8.054     7.871     2.169    -2.019   -92.659
       326   183.158     8.073     7.884     2.170    -2.015   -92.660
       327   183.242     8.092     7.897     2.172    -2.011   -92.662
       328   183.322     8.111     7.909     2.173    -2.007   -92.663
       329   183.400     8.129     7.922     2.174    -2.003   -92.665
       330   183.475     8.147     7.935     2.175    -1.999   -92.666
       331   183.548     8.164     7.947     2.177    -1.996   -92.667
       332   183.618     8.181     7.959     2.178    -1.992   -92.669
       333   183.686     8.198     7.972     2.179    -1.989   -92.670
       334   183.751     8.214     7.984     2.180    -1.985   -92.671
       335   183.815     8.230     7.996     2.181    -1.982   -92.672
       336   183.876     8.245     8.008     2.183    -1.979   -92.673
       337   183.935     8.260     8.020     2.184    -1.976   -92.674
       338   183.992     8.274     8.032     2.185    -1.973   -92.676
       339   184.047     8.288     8.044     2.186    -1.971   -92.677
       340   184.100     8.302     8.056     2.187    -1.968   -92.677
       341   184.151     8.315     8.068     2.188    -1.965   -92.678
       342   184.201     8.328     8.080     2.190    -1.963   -92.679
       343   184.248     8.341     8.092     2.191    -1.961   -92.680
       344   184.294     8.353     8.103     2.192    -1.958   -92.681
       345   184.337     8.364     8.115     2.193    -1.956   -92.682
       346   184.379     8.376     8.127     2.194    -1.954   -92.683
       347   184.420     8.386     8.138     2.195    -1.952   -92.683
       348   184.458     8.397     8.150     2.196    -1.950   -92.684
       349   184.495     8.407     8.162     2.198    -1.948   -92.685
       350   184.531     8.416     8.173     2.199    -1.947   -92.685
       351   184.564     8.426     8.185     2.200    -1.945   -92.686
       352   184.597     8.434     8.196     2.201    -1.943   -92.687
       353   184.627     8.443     8.208     2.202    -1.942   -92.687
       354   184.656     8.451     8.219     2.203    -1.941   -92.688
       355   184.684     8.458     8.231     2.204    -1.939   -92.688
       356   184.710     8.466     8.242     2.205    -1.938   -92.689
       357   184.734     8.472     8.254     2.207    -1.937   -92.689
       358   184.757     8.479     8.265     2.208    -1.936   -92.689
       359   184.779     8.485     8.276     2.209    -1.935   -92.690
       360   184.799     8.490     8.288     2.210    -1.934   -92.690
       361   184.817     8.495     8.299     2.211    -1.933   -92.691
       362   184.834     8.500     8.310     2.212    -1.932   -92.691
       363   184.850     8.504     8.322     2.213    -1.932   -92.691
       364   184.865     8.508     8.333     2.214    -1.931   -92.691
       365   184.878     8.512     8.344     2.215    -1.931   -92.692
       366   184.889     8.515     8.355     2.217    -1.930   -92.692
       367   184.899     8.517     8.367     2.218    -1.930   -92.692
       368   184.908     8.520     8.378     2.219    -1.930   -92.692
       369   184.915     8.522     8.389     2.220    -1.930   -92.692
       370   184.921     8.523     8.401     2.221    -1.930   -92.692
       371   184.926     8.524     8.412     2.222    -1.930   -92.693
---------------------- Local maximum rise or fall --------------------
       372   184.929     8.525     8.423     2.223    -1.930   -92.693
       373   184.932     8.525     8.434     2.224    -1.930   -92.693
       374   184.934     8.525     8.446     2.225    -1.930   -92.693
       375   184.935     8.524     8.457     2.226    -1.930   -92.693
       376   184.937     8.523     8.468     2.228    -1.931   -92.693
       377   184.940     8.522     8.479     2.229    -1.931   -92.693
       378   184.942     8.521     8.491     2.230    -1.932   -92.693
       379   184.945     8.519     8.502     2.231    -1.932   -92.693
       380   184.949     8.516     8.513     2.232    -1.933   -92.693
       381   184.953     8.514     8.525     2.233    -1.934   -92.693
       382   184.957     8.511     8.536     2.234    -1.935   -92.693
       383   184.961     8.508     8.547     2.235    -1.936   -92.693
       384   184.966     8.504     8.559     2.236    -1.937   -92.693
       385   184.972     8.500     8.570     2.238    -1.938   -92.693
       386   184.977     8.496     8.581     2.239    -1.939   -92.693
       387   184.984     8.491     8.593     2.240    -1.940   -92.694
       388   184.990     8.486     8.604     2.241    -1.942   -92.694
       389   184.997     8.481     8.616     2.242    -1.943   -92.694
       390   185.005     8.475     8.627     2.243    -1.945   -92.694
       391   185.012     8.469     8.639     2.244    -1.946   -92.694
       392   185.021     8.463     8.650     2.245    -1.948   -92.694
       393   185.029     8.457     8.662     2.247    -1.950   -92.694
       394   185.038     8.450     8.673     2.248    -1.952   -92.695
       395   185.048     8.442     8.685     2.249    -1.954   -92.695
       396   185.058     8.435     8.697     2.250    -1.956   -92.695
       397   185.069     8.427     8.708     2.251    -1.958   -92.695
       398   185.080     8.419     8.720     2.252    -1.960   -92.695
       399   185.092     8.410     8.732     2.253    -1.962   -92.696
       400   185.104     8.401     8.744     2.255    -1.965   -92.696
       401   185.117     8.392     8.756     2.256    -1.967   -92.696
       402   185.130     8.382     8.768     2.257    -1.970   -92.696
       403   185.144     8.373     8.780     2.258    -1.973   -92.696
       404   185.159     8.362     8.792     2.259    -1.976   -92.697
       405   185.174     8.352     8.804     2.260    -1.978   -92.697
       406   185.190     8.341     8.816     2.262    -1.981   -92.697
       407   185.207     8.330     8.828     2.263    -1.985   -92.698
       408   185.224     8.319     8.840     2.264    -1.988   -92.698
       409   185.242     8.307     8.853     2.265    -1.991   -92.698
       410   185.261     8.295     8.865     2.266    -1.995   -92.699
       411   185.281     8.283     8.878     2.268    -1.998   -92.699
       412   185.302     8.270     8.890     2.269    -2.002   -92.699
       413   185.323     8.257     8.903     2.270    -2.006   -92.700
       414   185.345     8.244     8.916     2.271    -2.010   -92.700
       415   185.369     8.230     8.928     2.273    -2.014   -92.701
       416   185.393     8.216     8.941     2.274    -2.018   -92.701
       417   185.418     8.202     8.954     2.275    -2.022   -92.701
       418   185.445     8.188     8.967     2.276    -2.027   -92.702
       419   185.473     8.173     8.981     2.278    -2.031   -92.702
       420   185.502     8.158     8.994     2.279    -2.036   -92.703
       421   185.533     8.143     9.007     2.280    -2.041   -92.703
       422   185.564     8.128     9.021     2.282    -2.046   -92.704
       423   185.598     8.112     9.035     2.283    -2.051   -92.705
       424   185.633     8.096     9.049     2.284    -2.057   -92.705
       425   185.669     8.080     9.063     2.286    -2.062   -92.706
       426   185.708     8.063     9.077     2.287    -2.068   -92.706
       427   185.748     8.046     9.091     2.288    -2.074   -92.707
       428   185.790     8.029     9.106     2.290    -2.080   -92.708
