****************************************************************************************************
----------------------------------------------------------------------------------------------------
Ambient Table:
     Depth   Amb-cur   Amb-dir   Amb-sal   Amb-tem   Amb-pol     Decay   Far-spd   Far-dir   Disprsn
       (m)     (m/s)     (deg)     (psu)       (C)    (mg/L)   (1/day)     (m/s)     (deg)(m0.67/s2)
     0.000     0.090     0.000    32.000    14.000     0.000     0.000     0.050     0.000   0.00030
     2.000     0.085     0.000    32.000    12.000     0.000     0.000     0.050     0.000   0.00030
     4.000     0.070     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
     6.000     0.065     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
     8.000     0.060     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
    10.000     0.055     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
    12.000     0.050     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
----------------------------------------------------------------------------------------------------
Diffuser Table:
     P-dia    P-elev   V-angle   H-angle     Ports   Spacing   AcuteMZ   ChrncMZ   P-depth   Ttl-flo   Eff-sal      Temp   Polutnt
       (m)       (m)     (deg)     (deg)       ( )       (m)       (m)       (m)       (m)     (MGD)     (psu)       (C)    (mg/L)
      0.08      0.31     45.00     30.00     18.00      6.10     10.20    102.00     11.00      8.00      0.00      2.63    100.00
----------------------------------------------------------------------------------------------------
Simulation Results:
              Dilutn     P-dia    x-posn    y-posn     Depth
      Step (FluxAvg)       (m)       (m)       (m)       (m)
   291.097   226.862   343.000     1.874
   291.644   227.299   344.000     1.879
   292.191   227.736   345.000     1.885
   292.738   228.173   346.000     1.890
   293.285   228.611   347.000     1.896
   293.833   229.049   348.000     1.901
   294.382   229.487   349.000     1.907
   294.931   229.926   350.000     1.912
   295.480   230.365   351.000     1.918
   296.030   230.804   352.000     1.923
   296.580   231.243   353.000     1.929
   297.131   231.683   354.000     1.935
   297.682   232.123   355.000     1.940
   298.234   232.563   356.000     1.946
   298.786   233.003   357.000     1.951
   299.339   233.444   358.000     1.957
   299.892   233.885   359.000     1.962
   300.445   234.326   360.000     1.968
   300.999   234.768   361.000     1.973
   301.553   235.210   362.000     1.979
   302.108   235.652   363.000     1.984
   302.663   236.095   364.000     1.990
   303.218   236.537   365.000     1.995
   303.774   236.980   366.000     2.001
   304.331   237.424   367.000     2.006
   304.887   237.867   368.000     2.012
   305.445   238.311   369.000     2.017
   306.002   238.755   370.000     2.023
   306.560   239.200   371.000     2.028
   307.119   239.644   372.000     2.034
   307.678   240.089   373.000     2.039
   308.237   240.534   374.000     2.045
   308.797   240.980   375.000     2.051
   309.357   241.426   376.000     2.056
   309.918   241.872   377.000     2.062
   310.479   242.318   378.000     2.067
   311.040   242.765   379.000     2.073
   311.602   243.212   380.000     2.078
   312.164   243.659   381.000     2.084
   312.727   244.106   382.000     2.089
   313.290   244.554   383.000     2.095
   313.854   245.002   384.000     2.100
   314.418   245.450   385.000     2.106
   314.982   245.899   386.000     2.111
   315.547   246.348   387.000     2.117
   316.112   246.797   388.000     2.122
   316.678   247.246   389.000     2.128
   317.244   247.696   390.000     2.133
   317.810   248.146   391.000     2.139
   318.377   248.596   392.000     2.144
   318.944   249.046   393.000     2.150
   319.512   249.497   394.000     2.156
   320.080   249.948   395.000     2.161
   320.648   250.399   396.000     2.167
   321.217   250.851   397.000     2.172
   321.786   251.303   398.000     2.178
   322.356   251.755   399.000     2.183
   322.926   252.207   400.000     2.189
   323.496   252.660   401.000     2.194
   324.067   253.113   402.000     2.200
   324.638   253.566   403.000     2.205
   325.210   254.020   404.000     2.211
   325.782   254.473   405.000     2.216
   326.355   254.927   406.000     2.222
   326.927   255.382   407.000     2.227
   327.501   255.836   408.000     2.233
   328.074   256.291   409.000     2.238
   328.648   256.746   410.000     2.244
   329.223   257.202   411.000     2.249
   329.798   257.657   412.000     2.255
   330.373   258.113   413.000     2.261
   330.948   258.569   414.000     2.266
   331.524   259.026   415.000     2.272
   332.101   259.483   416.000     2.277
   332.677   259.940   417.000     2.283
   333.255   260.397   418.000     2.288
   333.832   260.854   419.000     2.294
   334.410   261.312   420.000     2.299
   334.988   261.770   421.000     2.305
   335.567   262.229   422.000     2.310
   336.146   262.687   423.000     2.316
   336.726   263.146   424.000     2.321
   337.306   263.605   425.000     2.327
   337.886   264.065   426.000     2.332
   338.467   264.525   427.000     2.338
   339.048   264.985   428.000     2.343
   339.629   265.445   429.000     2.349
   340.211   265.905   430.000     2.355
   340.793   266.366   431.000     2.360
   341.376   266.827   432.000     2.366
   341.959   267.288   433.000     2.371
   342.542   267.750   434.000     2.377
   343.126   268.212   435.000     2.382
   343.710   268.674   436.000     2.388
   344.294   269.136   437.000     2.393
   344.879   269.599   438.000     2.399
   345.464   270.062   439.000     2.404
   346.050   270.525   440.000     2.410
   346.636   270.989   441.000     2.415
   347.222   271.452   442.000     2.421
   347.809   271.916   443.000     2.426
   348.396   272.381   444.000     2.432
   348.984   272.845   445.000     2.437
   349.571   273.310   446.000     2.443
   350.160   273.775   447.000     2.448
   350.748   274.240   448.000     2.454
   351.337   274.706   449.000     2.460
   351.927   275.172   450.000     2.465
   352.516   275.638   451.000     2.471
   353.106   276.104   452.000     2.476
   353.697   276.571   453.000     2.482
   354.288   277.038   454.000     2.487
   354.879   277.505   455.000     2.493
   355.471   277.972   456.000     2.498
   356.062   278.440   457.000     2.504
   356.655   278.908   458.000     2.509
   357.248   279.376   459.000     2.515
   357.841   279.845   460.000     2.520
   358.434   280.314   461.000     2.526
   359.028   280.783   462.000     2.531
   359.622   281.252   463.000     2.537
   360.217   281.722   464.000     2.542
   360.811   282.191   465.000     2.548
   361.407   282.661   466.000     2.554
   362.002   283.132   467.000     2.559
   362.598   283.602   468.000     2.565
   363.195   284.073   469.000     2.570
   363.791   284.544   470.000     2.576
   364.388   285.016   471.000     2.581
   364.986   285.487   472.000     2.587
   365.584   285.959   473.000     2.592
   366.182   286.432   474.000     2.598
   366.780   286.904   475.000     2.603
   367.379   287.377   476.000     2.609
   367.979   287.850   477.000     2.614
   368.578   288.323   478.000     2.620
   369.178   288.796   479.000     2.625
   369.779   289.270   480.000     2.631
   370.379   289.744   481.000     2.636
   370.980   290.218   482.000     2.642
   371.582   290.693   483.000     2.648
   372.183   291.168   484.000     2.653
   372.786   291.643   485.000     2.659
   373.388   292.118   486.000     2.664
   373.991   292.594   487.000     2.670
   374.594   293.070   488.000     2.675
   375.198   293.546   489.000     2.681
   375.802   294.022   490.000     2.686
   376.406   294.499   491.000     2.692
   377.011   294.976   492.000     2.697
   377.616   295.453   493.000     2.703
   378.221   295.930   494.000     2.708
   378.827   296.408   495.000     2.714
   379.433   296.886   496.000     2.719
   380.039   297.364   497.000     2.725
   380.646   297.842   498.000     2.730
   381.253   298.321   499.000     2.736
   381.860   298.800   500.000     2.742
   382.074   298.969   500.352     2.743
