****************************************************************************************************
----------------------------------------------------------------------------------------------------
Ambient Table:
     Depth   Amb-cur   Amb-dir   Amb-sal   Amb-tem   Amb-pol     Decay   Far-spd   Far-dir   Disprsn
       (m)     (m/s)     (deg)     (psu)       (C)    (mg/L)   (1/day)     (m/s)     (deg)(m0.67/s2)
     0.000     0.090     0.000    32.000    14.000     0.000     0.000     0.050     0.000   0.00030
     2.000     0.085     0.000    32.000    12.000     0.000     0.000     0.050     0.000   0.00030
     4.000     0.070     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
     6.000     0.065     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
     8.000     0.060     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
    10.000     0.055     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
    12.000     0.050     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
----------------------------------------------------------------------------------------------------
Diffuser Table:
     P-dia    P-elev   V-angle   H-angle     Ports   Spacing   AcuteMZ   ChrncMZ   P-depth   Ttl-flo   Eff-sal      Temp   Polutnt
       (m)       (m)     (deg)     (deg)       ( )       (m)       (m)       (m)       (m)     (MGD)     (psu)       (C)    (mg/L)
      0.08      0.31     45.00     30.00     18.00      6.10     10.20    102.00     11.00      8.00      0.00      2.63    100.00
----------------------------------------------------------------------------------------------------
Simulation Results:
              Dilutn     P-dia    x-posn    y-posn     Depth      Time   Net-Dil     P-Den    P-Con.     P-Sal    P-Temp  Amb-Curr    CL-Dil
      Step (FluxAvg)       (m)       (m)       (m)       (m)       (s)        ()   (kg/m3)    (mg/L)     (psu)       (C)     (m/s)        ()
       446   187.091     7.690     9.406     2.319    -2.232    86.862   187.091  1024.708     0.534    31.833     8.730     0.083   102.669
       447   187.213     7.670     9.426     2.321    -2.243    87.103   187.213  1024.708     0.534    31.833     8.732     0.083   102.669
       448   187.342     7.650     9.446     2.323    -2.255    87.348   187.342  1024.708     0.534    31.833     8.733     0.083   102.669
       449   187.481     7.630     9.466     2.325    -2.268    87.600   187.481  1024.707     0.533    31.833     8.736     0.083   102.669
       450   187.630     7.610     9.487     2.327    -2.280    87.857   187.630  1024.707     0.533    31.834     8.738     0.083   102.669
       451   187.790     7.590     9.509     2.329    -2.294    88.122   187.790  1024.707     0.533    31.834     8.740     0.083   102.669
       452   187.963     7.570     9.531     2.331    -2.308    88.393   187.963  1024.707     0.532    31.834     8.743     0.083   102.669
       453   188.150     7.550     9.554     2.333    -2.323    88.673   188.150  1024.706     0.531    31.834     8.745     0.083   102.669
       454   188.352     7.531     9.578     2.335    -2.338    88.961   188.352  1024.706     0.531    31.834     8.748     0.083   102.669
       455   188.573     7.512     9.602     2.338    -2.354    89.258   188.573  1024.706     0.530    31.834     8.751     0.082   102.669
       456   188.814     7.493     9.627     2.340    -2.371    89.565   188.814  1024.706     0.530    31.835     8.754     0.082   102.669
       457   189.078     7.474     9.653     2.343    -2.389    89.883   189.078  1024.705     0.529    31.835     8.758     0.082   102.669
       458   189.369     7.457     9.681     2.345    -2.407    90.214   189.369  1024.705     0.528    31.835     8.762     0.082   102.669
       459   189.692     7.439     9.709     2.348    -2.427    90.558   189.692  1024.704     0.527    31.835     8.766     0.082   102.669
       460   190.051     7.423     9.738     2.351    -2.448    90.917   190.051  1024.704     0.526    31.836     8.770     0.082   102.669
       461   190.454     7.408     9.769     2.354    -2.470    91.295   190.454  1024.703     0.525    31.836     8.776     0.082   102.669
       462   190.911     7.394     9.802     2.357    -2.494    91.692   190.911  1024.703     0.524    31.836     8.781     0.081   102.669
       463   191.435     7.382     9.836     2.360    -2.520    92.114   191.435  1024.702     0.522    31.837     8.787     0.081   102.669
       464   192.043     7.372     9.873     2.364    -2.547    92.563   192.043  1024.702     0.521    31.837     8.794     0.081   102.669
       465   192.761     7.365     9.913     2.367    -2.578    93.047   192.761  1024.701     0.519    31.838     8.802     0.081   102.669
       466   193.583     7.361     9.956     2.371    -2.611    93.575   193.583  1024.700     0.517    31.839     8.811     0.081   102.669
       467   194.489     7.359    10.003     2.376    -2.648    94.151   194.489  1024.699     0.514    31.839     8.821     0.080   102.669
       468   195.489     7.360    10.055     2.380    -2.688    94.779   195.489  1024.698     0.512    31.840     8.831     0.080   103.068
       469   196.619     7.365    10.112     2.386    -2.734    95.473   196.619  1024.697     0.509    31.841     8.842     0.080   103.683
       470   197.947     7.374    10.176     2.392    -2.786    96.258   197.947  1024.696     0.505    31.842     8.854     0.079   104.427
       471   199.567     7.392    10.251     2.398    -2.848    97.177   199.567  1024.695     0.501    31.844     8.867     0.079   105.362
       472   201.641     7.422    10.343     2.407    -2.924    98.302   201.641  1024.694     0.496    31.845     8.883     0.079   106.594
       473   204.504     7.472    10.465     2.417    -3.026    99.794   204.504  1024.693     0.489    31.847     8.903     0.078   108.344
       474   208.594     7.556    10.633     2.432    -3.167   101.849   208.594  1024.691     0.479    31.850     8.928     0.077   110.913
       475   212.766     7.662    10.800     2.446    -3.307   103.893   212.766  1024.691     0.470    31.853     8.948     0.076   113.661
---------------------------- Plume traps -----------------------------
       476   217.021     7.796    10.965     2.460    -3.441   105.910   217.021  1024.691     0.461    31.856     8.962     0.075   116.617
       477   220.337     7.946    11.089     2.470    -3.541   107.432   220.337  1024.691     0.454    31.858     8.968     0.074   119.185
       478   222.520     8.090    11.162     2.476    -3.598   108.339   222.520  1024.692     0.449    31.860     8.970     0.073   121.139
       479   224.345     8.219    11.214     2.480    -3.638   108.971   224.345  1024.693     0.446    31.861     8.969     0.073   122.838
       480   225.757     8.330    11.254     2.484    -3.668   109.463   225.757  1024.694     0.443    31.862     8.968     0.073   124.233
       481   226.991     8.426    11.291     2.487    -3.696   109.917   226.991  1024.695     0.441    31.862     8.967     0.072   125.457
       482   228.063     8.512    11.326     2.489    -3.722   110.353   228.063  1024.696     0.438    31.863     8.965     0.072   126.542
       483   229.040     8.591    11.361     2.492    -3.747   110.784   229.040  1024.696     0.437    31.864     8.964     0.072   127.543
       484   229.925     8.666    11.395     2.495    -3.771   111.207   229.925  1024.697     0.435    31.864     8.962     0.072   128.473
       485   230.739     8.737    11.429     2.498    -3.795   111.622   230.739  1024.698     0.433    31.865     8.961     0.072   129.351
       486   231.487     8.806    11.462     2.500    -3.818   112.027   231.487  1024.698     0.432    31.865     8.959     0.072   130.180
       487   232.180     8.872    11.494     2.503    -3.839   112.422   232.180  1024.699     0.431    31.865     8.957     0.071   130.970
       488   232.821     8.936    11.525     2.505    -3.860   112.807   232.821  1024.699     0.430    31.866     8.956     0.071   131.722
       489   233.416     8.999    11.555     2.508    -3.880   113.183   233.416  1024.700     0.428    31.866     8.954     0.071   132.441
       490   233.970     9.059    11.585     2.510    -3.900   113.549   233.970  1024.700     0.427    31.867     8.953     0.071   133.130
       491   234.486     9.118    11.614     2.512    -3.918   113.906   234.486  1024.701     0.426    31.867     8.951     0.071   133.790
       492   234.968     9.175    11.642     2.514    -3.936   114.255   234.968  1024.701     0.426    31.867     8.949     0.071   134.425
       493   235.419     9.231    11.670     2.516    -3.953   114.596   235.419  1024.702     0.425    31.867     8.948     0.070   135.036
       494   235.841     9.285    11.697     2.519    -3.969   114.930   235.841  1024.702     0.424    31.868     8.946     0.070   135.625
       495   236.239     9.338    11.723     2.521    -3.985   115.256   236.239  1024.702     0.423    31.868     8.945     0.070   136.193
       496   236.612     9.390    11.749     2.523    -4.001   115.575   236.612  1024.703     0.423    31.868     8.944     0.070   136.743
       497   236.964     9.441    11.774     2.525    -4.015   115.888   236.964  1024.703     0.422    31.868     8.942     0.070   137.276
       498   237.296     9.490    11.799     2.527    -4.029   116.195   237.296  1024.703     0.421    31.868     8.941     0.070   137.792
       499   237.611     9.538    11.823     2.528    -4.043   116.495   237.611  1024.704     0.421    31.869     8.940     0.070   138.293
       500   237.918     9.586    11.847     2.530    -4.056   116.795   237.918  1024.704     0.420    31.869     8.938     0.070   138.785
       501   238.215     9.632    11.872     2.532    -4.069   117.094   238.215  1024.704     0.420    31.869     8.937     0.070   139.267
       502   238.503     9.678    11.896     2.534    -4.082   117.391   238.503  1024.705     0.419    31.869     8.936     0.070   139.742
       503   238.783     9.723    11.920     2.536    -4.095   117.688   238.783  1024.705     0.419    31.869     8.935     0.070   140.208
       504   239.055     9.767    11.943     2.538    -4.107   117.983   239.055  1024.705     0.418    31.869     8.934     0.070   140.668
       505   239.319     9.811    11.967     2.539    -4.119   118.277   239.319  1024.706     0.418    31.870     8.933     0.070   141.120
       506   239.576     9.854    11.991     2.541    -4.131   118.570   239.576  1024.706     0.417    31.870     8.932     0.070   141.566
       507   239.826     9.896    12.014     2.543    -4.142   118.862   239.826  1024.706     0.417    31.870     8.931     0.070   142.005
       508   240.069     9.938    12.038     2.545    -4.154   119.153   240.069  1024.706     0.417    31.870     8.930     0.070   142.438
       509   240.305     9.979    12.061     2.547    -4.165   119.442   240.305  1024.707     0.416    31.870     8.929     0.070   142.863
       510   240.534    10.019    12.084     2.548    -4.176   119.731   240.534  1024.707     0.416    31.870     8.928     0.070   143.283
       511   240.758    10.059    12.108     2.550    -4.186   120.018   240.758  1024.707     0.415    31.870     8.927     0.070   143.695
       512   240.975    10.098    12.131     2.552    -4.196   120.305   240.975  1024.707     0.415    31.870     8.927     0.070   144.101
       513   241.186    10.137    12.154     2.554    -4.207   120.590   241.186  1024.707     0.415    31.871     8.926     0.070   144.501
       514   241.391    10.175    12.177     2.555    -4.216   120.874   241.391  1024.708     0.414    31.871     8.925     0.069   144.894
       515   241.591    10.212    12.199     2.557    -4.226   121.157   241.591  1024.708     0.414    31.871     8.924     0.069   145.281
       516   241.785    10.249    12.222     2.559    -4.235   121.439   241.785  1024.708     0.414    31.871     8.923     0.069   145.661
       517   241.973    10.285    12.245     2.561    -4.245   121.720   241.973  1024.708     0.413    31.871     8.923     0.069   146.035
       518   242.157    10.321    12.267     2.562    -4.254   122.000   242.157  1024.708     0.413    31.871     8.922     0.069   146.402
       519   242.335    10.355    12.290     2.564    -4.262   122.280   242.335  1024.709     0.413    31.871     8.921     0.069   146.763
       520   242.508    10.390    12.312     2.566    -4.271   122.558   242.508  1024.709     0.412    31.871     8.921     0.069   147.118
       521   242.676    10.423    12.334     2.567    -4.279   122.835   242.676  1024.709     0.412    31.871     8.920     0.069   147.466
       522   242.840    10.456    12.357     2.569    -4.287   123.111   242.840  1024.709     0.412    31.871     8.919     0.069   147.808
       523   242.999    10.488    12.379     2.571    -4.295   123.386   242.999  1024.709     0.412    31.871     8.919     0.069   148.143
       524   243.153    10.520    12.401     2.572    -4.303   123.661   243.153  1024.709     0.411    31.872     8.918     0.069   148.473
       525   243.303    10.551    12.423     2.574    -4.310   123.934   243.303  1024.710     0.411    31.872     8.918     0.069   148.795
       526   243.448    10.582    12.445     2.576    -4.318   124.207   243.448  1024.710     0.411    31.872     8.917     0.069   149.112
       527   243.589    10.611    12.467     2.577    -4.325   124.479   243.589  1024.710     0.411    31.872     8.917     0.069   149.422
       528   243.726    10.641    12.489     2.579    -4.332   124.750   243.726  1024.710     0.410    31.872     8.916     0.069   149.725
       529   243.859    10.669    12.510     2.581    -4.338   125.020   243.859  1024.710     0.410    31.872     8.916     0.069   150.023
       530   243.988    10.697    12.532     2.582    -4.345   125.289   243.988  1024.710     0.410    31.872     8.915     0.069   150.314
       531   244.114    10.724    12.554     2.584    -4.351   125.558   244.114  1024.710     0.410    31.872     8.915     0.069   150.598
       532   244.235    10.751    12.575     2.586    -4.358   125.826   244.235  1024.711     0.409    31.872     8.914     0.069   150.877
       533   244.353    10.777    12.597     2.587    -4.364   126.093   244.353  1024.711     0.409    31.872     8.914     0.069   151.149
       534   244.466    10.802    12.618     2.589    -4.369   126.359   244.466  1024.711     0.409    31.872     8.913     0.069   151.414
       535   244.577    10.827    12.640     2.590    -4.375   126.625   244.577  1024.711     0.409    31.872     8.913     0.069   151.673
       536   244.684    10.851    12.661     2.592    -4.381   126.890   244.684  1024.711     0.409    31.872     8.913     0.069   151.926
       537   244.787    10.875    12.682     2.594    -4.386   127.154   244.787  1024.711     0.409    31.872     8.912     0.069   152.172
       538   244.887    10.898    12.703     2.595    -4.391   127.418   244.887  1024.711     0.408    31.872     8.912     0.069   152.413
       539   244.984    10.920    12.724     2.597    -4.396   127.680   244.984  1024.711     0.408    31.873     8.911     0.069   152.646
       540   245.077    10.942    12.746     2.598    -4.401   127.943   245.077  1024.711     0.408    31.873     8.911     0.069   152.873
       541   245.168    10.963    12.767     2.600    -4.405   128.205   245.168  1024.711     0.408    31.873     8.911     0.069   153.094
       542   245.255    10.983    12.788     2.602    -4.410   128.466   245.255  1024.712     0.408    31.873     8.910     0.069   153.309
       543   245.339    11.003    12.809     2.603    -4.414   128.727   245.339  1024.712     0.408    31.873     8.910     0.069   153.517
       544   245.420    11.022    12.830     2.605    -4.418   128.987   245.420  1024.712     0.407    31.873     8.910     0.069   153.718
       545   245.498    11.041    12.850     2.606    -4.422   129.246   245.498  1024.712     0.407    31.873     8.909     0.069   153.914
       546   245.573    11.058    12.871     2.608    -4.426   129.505   245.573  1024.712     0.407    31.873     8.909     0.069   154.102
       547   245.645    11.076    12.892     2.609    -4.430   129.764   245.645  1024.712     0.407    31.873     8.909     0.069   154.285
       548   245.715    11.092    12.913     2.611    -4.433   130.022   245.715  1024.712     0.407    31.873     8.909     0.069   154.460
       549   245.781    11.108    12.934     2.613    -4.436   130.280   245.781  1024.712     0.407    31.873     8.908     0.069   154.630
       550   245.845    11.124    12.954     2.614    -4.440   130.537   245.845  1024.712     0.407    31.873     8.908     0.069   154.793
       551   245.906    11.138    12.975     2.616    -4.443   130.794   245.906  1024.712     0.407    31.873     8.908     0.069   154.949
       552   245.964    11.153    12.995     2.617    -4.446   131.050   245.964  1024.712     0.407    31.873     8.908     0.069   155.099
       553   246.020    11.166    13.016     2.619    -4.448   131.306   246.020  1024.712     0.406    31.873     8.908     0.069   155.243
       554   246.073    11.179    13.037     2.620    -4.451   131.562   246.073  1024.712     0.406    31.873     8.907     0.069   155.379
       555   246.123    11.191    13.057     2.622    -4.453   131.818   246.123  1024.712     0.406    31.873     8.907     0.069   155.510
       556   246.171    11.203    13.078     2.623    -4.456   132.073   246.171  1024.712     0.406    31.873     8.907     0.069   155.634
       557   246.216    11.214    13.098     2.625    -4.458   132.327   246.216  1024.712     0.406    31.873     8.907     0.069   155.751
       558   246.259    11.224    13.119     2.626    -4.460   132.582   246.259  1024.712     0.406    31.873     8.907     0.069   155.862
       559   246.299    11.234    13.139     2.628    -4.462   132.836   246.299  1024.713     0.406    31.873     8.907     0.069   155.967
       560   246.337    11.243    13.159     2.629    -4.463   133.090   246.337  1024.713     0.406    31.873     8.906     0.069   156.064
       561   246.372    11.252    13.180     2.631    -4.465   133.344   246.372  1024.713     0.406    31.873     8.906     0.069   156.156
       562   246.405    11.260    13.200     2.632    -4.466   133.598   246.405  1024.713     0.406    31.873     8.906     0.069   156.240
       563   246.436    11.267    13.221     2.634    -4.467   133.851   246.436  1024.713     0.406    31.873     8.906     0.069   156.319
       564   246.464    11.273    13.241     2.636    -4.469   134.104   246.464  1024.713     0.406    31.873     8.906     0.069   156.390
       565   246.489    11.279    13.261     2.637    -4.469   134.357   246.489  1024.713     0.406    31.873     8.906     0.069   156.456
       566   246.513    11.285    13.282     2.639    -4.470   134.610   246.513  1024.713     0.406    31.873     8.906     0.069   156.514
       567   246.534    11.290    13.302     2.640    -4.471   134.863   246.534  1024.713     0.406    31.873     8.906     0.069   156.566
       568   246.553    11.294    13.322     2.642    -4.472   135.116   246.553  1024.713     0.406    31.873     8.906     0.069   156.612
       569   246.569    11.297    13.343     2.643    -4.472   135.369   246.569  1024.713     0.406    31.873     8.906     0.069   156.651
       570   246.584    11.300    13.363     2.645    -4.472   135.621   246.584  1024.713     0.406    31.873     8.905     0.069   156.684
       571   246.596    11.302    13.383     2.646    -4.472   135.874   246.596  1024.713     0.406    31.873     8.905     0.069   156.711
---------------------- Local maximum rise or fall --------------------
       572   246.607    11.304    13.403     2.648    -4.472   136.126   246.607  1024.713     0.406    31.873     8.905     0.069   156.731
-------------------- Starting Farfield Calculations --------------------
Farfield dispersion based on wastefield width of :     114.72 (m)
4/3 Power Law based Eddy Diffusivity is used:
  Dilution     Width  Distance      Time    Bckgrd     Conc.
        ()       (m)       (m)    (hrs.)    (mg/L)    (mg/L)
   246.607   114.733    13.662     0.000     0.000     0.406
   246.607   114.853    14.000     0.002     0.000     0.396
   246.607   115.207    15.000     0.008     0.000     0.396
   246.607   115.562    16.000     0.013     0.000     0.396
   246.607   115.917    17.000     0.019     0.000     0.396
   246.607   116.272    18.000     0.025     0.000     0.396
   246.607   116.628    19.000     0.030     0.000     0.396
   246.607   116.984    20.000     0.036     0.000     0.396
   246.607   117.340    21.000     0.042     0.000     0.396
   246.607   117.697    22.000     0.047     0.000     0.396
   246.607   118.052    23.000     0.053     0.000     0.396
   246.607   118.408    24.000     0.058     0.000     0.396
   246.607   118.763    25.000     0.064     0.000     0.396
   246.607   119.119    26.000     0.069     0.000     0.396
   246.607   119.475    27.000     0.075     0.000     0.396
   246.607   119.832    28.000     0.081     0.000     0.396
   246.607   120.189    29.000     0.086     0.000     0.396
   246.607   120.546    30.000     0.092     0.000     0.396
   246.607   120.904    31.000     0.097     0.000     0.396
   246.607   121.261    32.000     0.103     0.000     0.396
   246.607   121.619    33.000     0.109     0.000     0.396
   246.607   121.977    34.000     0.114     0.000     0.396
   246.608   122.335    35.000     0.120     0.000     0.396
   246.608   122.694    36.000     0.125     0.000     0.396
   246.609   123.052    37.000     0.131     0.000     0.396
   246.610   123.412    38.000     0.136     0.000     0.396
   246.612   123.771    39.000     0.142     0.000     0.396
   246.614   124.131    40.000     0.148     0.000     0.396
   246.617   124.491    41.000     0.153     0.000     0.396
   246.621   124.852    42.000     0.159     0.000     0.396
   246.625   125.212    43.000     0.164     0.000     0.396
   246.632   125.573    44.000     0.170     0.000     0.396
   246.639   125.935    45.000     0.175     0.000     0.396
   246.649   126.296    46.000     0.181     0.000     0.396
   246.660   126.658    47.000     0.187     0.000     0.396
   246.673   127.021    48.000     0.192     0.000     0.396
   246.689   127.383    49.000     0.198     0.000     0.396
   246.708   127.746    50.000     0.203     0.000     0.396
   246.729   128.109    51.000     0.209     0.000     0.396
   246.753   128.473    52.000     0.214     0.000     0.396
   246.781   128.836    53.000     0.220     0.000     0.396
   246.812   129.201    54.000     0.225     0.000     0.396
   246.846   129.565    55.000     0.231     0.000     0.396
   246.885   129.930    56.000     0.237     0.000     0.396
   246.928   130.295    57.000     0.242     0.000     0.395
   246.975   130.660    58.000     0.248     0.000     0.395
   247.026   131.026    59.000     0.253     0.000     0.395
   247.083   131.392    60.000     0.259     0.000     0.395
   247.144   131.758    61.000     0.264     0.000     0.395
   247.209   132.125    62.000     0.270     0.000     0.395
   247.280   132.491    63.000     0.275     0.000     0.395
   247.356   132.859    64.000     0.281     0.000     0.395
   247.438   133.226    65.000     0.287     0.000     0.395
   247.525   133.594    66.000     0.292     0.000     0.394
   247.617   133.962    67.000     0.298     0.000     0.394
   247.715   134.330    68.000     0.303     0.000     0.394
   247.818   134.699    69.000     0.309     0.000     0.394
   247.927   135.068    70.000     0.314     0.000     0.394
   248.042   135.437    71.000     0.320     0.000     0.394
   248.162   135.807    72.000     0.325     0.000     0.394
   248.289   136.177    73.000     0.331     0.000     0.394
   248.421   136.547    74.000     0.337     0.000     0.394
   248.559   136.918    75.000     0.342     0.000     0.393
   248.703   137.289    76.000     0.348     0.000     0.393
   248.853   137.660    77.000     0.353     0.000     0.393
   249.008   138.031    78.000     0.359     0.000     0.393
   249.170   138.403    79.000     0.364     0.000     0.393
   249.337   138.775    80.000     0.370     0.000     0.393
   249.510   139.147    81.000     0.375     0.000     0.393
   249.690   139.520    82.000     0.381     0.000     0.393
   249.874   139.893    83.000     0.386     0.000     0.391
   250.065   140.266    84.000     0.392     0.000     0.391
   250.261   140.639    85.000     0.398     0.000     0.391
   250.463   141.013    86.000     0.403     0.000     0.391
   250.671   141.387    87.000     0.409     0.000     0.391
   250.884   141.762    88.000     0.414     0.000     0.391
   251.103   142.136    89.000     0.420     0.000     0.391
   251.327   142.511    90.000     0.425     0.000     0.391
   251.557   142.887    91.000     0.431     0.000     0.391
   251.792   143.262    92.000     0.436     0.000     0.388
   252.033   143.638    93.000     0.442     0.000     0.388
   252.279   144.014    94.000     0.447     0.000     0.388
   252.530   144.391    95.000     0.453     0.000     0.388
   252.786   144.768    96.000     0.459     0.000     0.388
   253.048   145.145    97.000     0.464     0.000     0.388
   253.315   145.522    98.000     0.470     0.000     0.388
   253.586   145.900    99.000     0.475     0.000     0.388
   253.863   146.278   100.000     0.481     0.000     0.388
   254.145   146.657   101.000     0.486     0.000     0.385
............................. Reached Chronic Mixing Zone ..........................
   254.431   147.035   102.000     0.492     0.000     0.385
   254.722   147.414   103.000     0.497     0.000     0.385
   255.018   147.793   104.000     0.503     0.000     0.385
   255.319   148.173   105.000     0.508     0.000     0.385
   255.624   148.553   106.000     0.514     0.000     0.385
   255.934   148.933   107.000     0.519     0.000     0.385
   256.248   149.313   108.000     0.525     0.000     0.385
   256.567   149.694   109.000     0.530     0.000     0.385
   256.890   150.075   110.000     0.536     0.000     0.381
   257.218   150.456   111.000     0.542     0.000     0.381
   257.550   150.838   112.000     0.547     0.000     0.381
   257.886   151.220   113.000     0.553     0.000     0.381
   258.226   151.602   114.000     0.558     0.000     0.381
   258.570   151.985   115.000     0.564     0.000     0.381
   258.918   152.368   116.000     0.569     0.000     0.381
   259.271   152.751   117.000     0.575     0.000     0.381
   259.627   153.134   118.000     0.580     0.000     0.376
   259.987   153.518   119.000     0.586     0.000     0.376
   260.351   153.902   120.000     0.591     0.000     0.376
   260.718   154.286   121.000     0.597     0.000     0.376
   261.090   154.671   122.000     0.602     0.000     0.376
   261.465   155.056   123.000     0.608     0.000     0.376
   261.843   155.441   124.000     0.613     0.000     0.376
   262.226   155.827   125.000     0.619     0.000     0.376
   262.611   156.213   126.000     0.625     0.000     0.376
   263.001   156.599   127.000     0.630     0.000     0.372
   263.393   156.985   128.000     0.636     0.000     0.372
   263.789   157.372   129.000     0.641     0.000     0.372
   264.189   157.759   130.000     0.647     0.000     0.372
   264.591   158.147   131.000     0.652     0.000     0.372
   264.997   158.534   132.000     0.658     0.000     0.372
   265.406   158.922   133.000     0.663     0.000     0.372
   265.818   159.311   134.000     0.669     0.000     0.372
   266.234   159.699   135.000     0.674     0.000     0.372
   266.652   160.088   136.000     0.680     0.000     0.367
   267.073   160.478   137.000     0.685     0.000     0.367
   267.498   160.867   138.000     0.691     0.000     0.367
   267.925   161.257   139.000     0.696     0.000     0.367
   268.355   161.647   140.000     0.702     0.000     0.367
   268.788   162.037   141.000     0.707     0.000     0.367
   269.224   162.428   142.000     0.713     0.000     0.367
   269.663   162.819   143.000     0.719     0.000     0.367
   270.104   163.211   144.000     0.724     0.000     0.367
   270.548   163.602   145.000     0.730     0.000     0.362
   270.995   163.994   146.000     0.735     0.000     0.362
   271.444   164.386   147.000     0.741     0.000     0.362
   271.896   164.779   148.000     0.746     0.000     0.362
   272.351   165.172   149.000     0.752     0.000     0.362
   272.808   165.565   150.000     0.757     0.000     0.362
   273.268   165.958   151.000     0.763     0.000     0.362
   273.730   166.352   152.000     0.768     0.000     0.362
   274.194   166.746   153.000     0.774     0.000     0.357
   274.661   167.141   154.000     0.779     0.000     0.357
   275.131   167.535   155.000     0.785     0.000     0.357
   275.602   167.930   156.000     0.790     0.000     0.357
   276.076   168.326   157.000     0.796     0.000     0.357
   276.552   168.721   158.000     0.801     0.000     0.357
   277.031   169.117   159.000     0.807     0.000     0.357
   277.512   169.513   160.000     0.812     0.000     0.357
   277.994   169.910   161.000     0.818     0.000     0.357
   278.480   170.307   162.000     0.824     0.000     0.352
   278.967   170.704   163.000     0.829     0.000     0.352
   279.456   171.101   164.000     0.835     0.000     0.352
   279.948   171.499   165.000     0.840     0.000     0.352
   280.441   171.897   166.000     0.846     0.000     0.352
   280.937   172.295   167.000     0.851     0.000     0.352
   281.434   172.694   168.000     0.857     0.000     0.352
   281.934   173.092   169.000     0.862     0.000     0.352
   282.435   173.492   170.000     0.868     0.000     0.352
   282.939   173.891   171.000     0.873     0.000     0.346
   283.444   174.291   172.000     0.879     0.000     0.346
   283.952   174.691   173.000     0.884     0.000     0.346
   284.461   175.091   174.000     0.890     0.000     0.346
   284.972   175.492   175.000     0.895     0.000     0.346
   285.485   175.893   176.000     0.901     0.000     0.346
   285.999   176.294   177.000     0.906     0.000     0.346
   286.516   176.696   178.000     0.912     0.000     0.346
   287.034   177.098   179.000     0.917     0.000     0.341
   287.554   177.500   180.000     0.923     0.000     0.341
   288.076   177.903   181.000     0.929     0.000     0.341
   288.599   178.305   182.000     0.934     0.000     0.341
   289.125   178.709   183.000     0.940     0.000     0.341
   289.652   179.112   184.000     0.945     0.000     0.341
   290.180   179.516   185.000     0.951     0.000     0.341
   290.710   179.920   186.000     0.956     0.000     0.341
   291.242   180.324   187.000     0.962     0.000     0.341
   291.776   180.729   188.000     0.967     0.000     0.336
   292.310   181.133   189.000     0.973     0.000     0.336
   292.847   181.539   190.000     0.978     0.000     0.336
   293.385   181.944   191.000     0.984     0.000     0.336
   293.925   182.350   192.000     0.989     0.000     0.336
   294.466   182.756   193.000     0.995     0.000     0.336
   295.009   183.162   194.000     1.000     0.000     0.336
   295.553   183.569   195.000     1.006     0.000     0.336
   296.099   183.976   196.000     1.011     0.000     0.336
   296.646   184.383   197.000     1.017     0.000     0.331
   297.194   184.791   198.000     1.022     0.000     0.331
   297.745   185.199   199.000     1.028     0.000     0.331
   298.296   185.607   200.000     1.033     0.000     0.331
   298.849   186.015   201.000     1.039     0.000     0.331
   299.403   186.424   202.000     1.045     0.000     0.331
   299.959   186.833   203.000     1.050     0.000     0.331
   300.516   187.243   204.000     1.056     0.000     0.331
   301.074   187.652   205.000     1.061     0.000     0.331
   301.634   188.062   206.000     1.067     0.000     0.325
   302.195   188.473   207.000     1.072     0.000     0.325
   302.757   188.883   208.000     1.078     0.000     0.325
   303.321   189.294   209.000     1.083     0.000     0.325
   303.886   189.705   210.000     1.089     0.000     0.325
   304.452   190.117   211.000     1.094     0.000     0.325
   305.020   190.528   212.000     1.100     0.000     0.325
   305.589   190.940   213.000     1.105     0.000     0.325
   306.159   191.353   214.000     1.111     0.000     0.320
   306.730   191.765   215.000     1.116     0.000     0.320
   307.302   192.178   216.000     1.122     0.000     0.320
   307.876   192.591   217.000     1.127     0.000     0.320
   308.451   193.005   218.000     1.133     0.000     0.320
   309.027   193.419   219.000     1.138     0.000     0.320
   309.605   193.833   220.000     1.144     0.000     0.320
   310.183   194.247   221.000     1.149     0.000     0.320
   310.763   194.662   222.000     1.155     0.000     0.320
   311.343   195.077   223.000     1.161     0.000     0.315
   311.925   195.492   224.000     1.166     0.000     0.315
   312.508   195.908   225.000     1.172     0.000     0.315
   313.093   196.324   226.000     1.177     0.000     0.315
   313.678   196.740   227.000     1.183     0.000     0.315
   314.264   197.156   228.000     1.188     0.000     0.315
   314.852   197.573   229.000     1.194     0.000     0.315
   315.441   197.990   230.000     1.199     0.000     0.315
   316.030   198.407   231.000     1.205     0.000     0.315
   316.621   198.825   232.000     1.210     0.000     0.310
   317.213   199.243   233.000     1.216     0.000     0.310
   317.806   199.661   234.000     1.221     0.000     0.310
   318.400   200.079   235.000     1.227     0.000     0.310
   318.995   200.498   236.000     1.232     0.000     0.310
   319.591   200.917   237.000     1.238     0.000     0.310
   320.188   201.337   238.000     1.243     0.000     0.310
   320.786   201.756   239.000     1.249     0.000     0.310
   321.385   202.176   240.000     1.254     0.000     0.310
   321.985   202.597   241.000     1.260     0.000     0.305
