****************************************************************************************************
----------------------------------------------------------------------------------------------------
Ambient Table:
     Depth   Amb-cur   Amb-dir   Amb-sal   Amb-tem   Amb-pol     Decay   Far-spd   Far-dir   Disprsn
       (m)     (m/s)     (deg)     (psu)       (C)    (mg/L)   (1/day)     (m/s)     (deg)(m0.67/s2)
     0.000     0.090     0.000    32.000    14.000     0.000     0.000     0.050     0.000   0.00030
     2.000     0.085     0.000    32.000    12.000     0.000     0.000     0.050     0.000   0.00030
     4.000     0.070     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
     6.000     0.065     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
     8.000     0.060     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
    10.000     0.055     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
    12.000     0.050     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
----------------------------------------------------------------------------------------------------
Diffuser Table:
     P-dia    P-elev   V-angle   H-angle     Ports   Spacing   AcuteMZ   ChrncMZ   P-depth   Ttl-flo   Eff-sal      Temp   Polutnt
       (m)       (m)     (deg)     (deg)       ( )       (m)       (m)       (m)       (m)     (MGD)     (psu)       (C)    (mg/L)
      0.08      0.31     45.00     30.00     18.00      6.10     10.20    102.00     11.00      8.00      0.00      2.63    100.00
----------------------------------------------------------------------------------------------------
Simulation Results:
              Dilutn     P-dia    x-posn    y-posn     Depth      Time   Net-Dil     P-Den    P-Con.     P-Sal    P-Temp  Amb-Curr    CL-Dil
      Step (FluxAvg)       (m)       (m)       (m)       (m)       (s)        ()   (kg/m3)    (mg/L)     (psu)       (C)     (m/s)        ()
   298.035   264.515   390.000     2.119     0.000     0.332
   298.542   264.975   391.000     2.124     0.000     0.332
   299.049   265.436   392.000     2.130     0.000     0.332
   299.556   265.896   393.000     2.135     0.000     0.329
   300.064   266.357   394.000     2.141     0.000     0.329
   300.571   266.818   395.000     2.146     0.000     0.329
   301.080   267.279   396.000     2.152     0.000     0.329
   301.588   267.741   397.000     2.157     0.000     0.329
   302.098   268.203   398.000     2.163     0.000     0.327
   302.607   268.665   399.000     2.168     0.000     0.327
   303.117   269.127   400.000     2.174     0.000     0.327
   303.627   269.590   401.000     2.180     0.000     0.327
   304.137   270.053   402.000     2.185     0.000     0.327
   304.648   270.516   403.000     2.191     0.000     0.324
   305.159   270.980   404.000     2.196     0.000     0.324
   305.671   271.443   405.000     2.202     0.000     0.324
   306.183   271.908   406.000     2.207     0.000     0.324
   306.695   272.372   407.000     2.213     0.000     0.324
   307.208   272.836   408.000     2.218     0.000     0.321
   307.721   273.301   409.000     2.224     0.000     0.321
   308.234   273.766   410.000     2.229     0.000     0.321
   308.748   274.232   411.000     2.235     0.000     0.321
   309.262   274.697   412.000     2.240     0.000     0.321
   309.776   275.163   413.000     2.246     0.000     0.319
   310.291   275.629   414.000     2.251     0.000     0.319
   310.806   276.096   415.000     2.257     0.000     0.319
   311.322   276.562   416.000     2.262     0.000     0.319
   311.838   277.029   417.000     2.268     0.000     0.319
   312.354   277.496   418.000     2.273     0.000     0.316
   312.870   277.964   419.000     2.279     0.000     0.316
   313.387   278.432   420.000     2.285     0.000     0.316
   313.904   278.900   421.000     2.290     0.000     0.316
   314.422   279.368   422.000     2.296     0.000     0.316
   314.940   279.836   423.000     2.301     0.000     0.314
   315.458   280.305   424.000     2.307     0.000     0.314
   315.977   280.774   425.000     2.312     0.000     0.314
   316.496   281.243   426.000     2.318     0.000     0.314
   317.015   281.713   427.000     2.323     0.000     0.311
   317.535   282.183   428.000     2.329     0.000     0.311
   318.055   282.653   429.000     2.334     0.000     0.311
   318.575   283.123   430.000     2.340     0.000     0.311
   319.096   283.594   431.000     2.345     0.000     0.311
   319.617   284.065   432.000     2.351     0.000     0.309
   320.138   284.536   433.000     2.356     0.000     0.309
   320.660   285.007   434.000     2.362     0.000     0.309
   321.182   285.479   435.000     2.367     0.000     0.309
   321.704   285.951   436.000     2.373     0.000     0.309
   322.227   286.423   437.000     2.379     0.000     0.307
   322.750   286.896   438.000     2.384     0.000     0.307
   323.273   287.368   439.000     2.390     0.000     0.307
   323.797   287.841   440.000     2.395     0.000     0.307
   324.321   288.315   441.000     2.401     0.000     0.307
   324.845   288.788   442.000     2.406     0.000     0.304
   325.370   289.262   443.000     2.412     0.000     0.304
   325.895   289.736   444.000     2.417     0.000     0.304
   326.421   290.210   445.000     2.423     0.000     0.304
   326.946   290.685   446.000     2.428     0.000     0.304
   327.472   291.160   447.000     2.434     0.000     0.302
   327.999   291.635   448.000     2.439     0.000     0.302
   328.526   292.110   449.000     2.445     0.000     0.302
   329.053   292.586   450.000     2.450     0.000     0.302
   329.580   293.061   451.000     2.456     0.000     0.302
   330.108   293.538   452.000     2.461     0.000     0.299
   330.636   294.014   453.000     2.467     0.000     0.299
   331.164   294.491   454.000     2.473     0.000     0.299
   331.693   294.967   455.000     2.478     0.000     0.299
   332.222   295.445   456.000     2.484     0.000     0.299
   332.751   295.922   457.000     2.489     0.000     0.297
   333.281   296.400   458.000     2.495     0.000     0.297
   333.811   296.878   459.000     2.500     0.000     0.297
   334.342   297.356   460.000     2.506     0.000     0.297
   334.872   297.834   461.000     2.511     0.000     0.297
   335.403   298.313   462.000     2.517     0.000     0.295
   335.935   298.792   463.000     2.522     0.000     0.295
   336.466   299.271   464.000     2.528     0.000     0.295
   336.998   299.751   465.000     2.533     0.000     0.295
   337.531   300.230   466.000     2.539     0.000     0.293
   338.063   300.710   467.000     2.544     0.000     0.293
   338.596   301.191   468.000     2.550     0.000     0.293
   339.130   301.671   469.000     2.555     0.000     0.293
   339.663   302.152   470.000     2.561     0.000     0.293
   340.197   302.633   471.000     2.567     0.000     0.290
   340.731   303.114   472.000     2.572     0.000     0.290
   341.266   303.596   473.000     2.578     0.000     0.290
   341.801   304.077   474.000     2.583     0.000     0.290
   342.336   304.560   475.000     2.589     0.000     0.290
   342.872   305.042   476.000     2.594     0.000     0.288
   343.407   305.524   477.000     2.600     0.000     0.288
   343.944   306.007   478.000     2.605     0.000     0.288
   344.480   306.490   479.000     2.611     0.000     0.288
   345.017   306.974   480.000     2.616     0.000     0.288
   345.554   307.457   481.000     2.622     0.000     0.286
   346.092   307.941   482.000     2.627     0.000     0.286
   346.629   308.425   483.000     2.633     0.000     0.286
   347.167   308.909   484.000     2.638     0.000     0.286
   347.706   309.394   485.000     2.644     0.000     0.286
   348.245   309.879   486.000     2.649     0.000     0.284
   348.784   310.364   487.000     2.655     0.000     0.284
   349.323   310.849   488.000     2.661     0.000     0.284
   349.863   311.335   489.000     2.666     0.000     0.284
   350.403   311.821   490.000     2.672     0.000     0.284
   350.943   312.307   491.000     2.677     0.000     0.282
   351.484   312.794   492.000     2.683     0.000     0.282
   352.024   313.280   493.000     2.688     0.000     0.282
   352.566   313.767   494.000     2.694     0.000     0.282
   353.107   314.254   495.000     2.699     0.000     0.282
   353.649   314.742   496.000     2.705     0.000     0.280
   354.191   315.229   497.000     2.710     0.000     0.280
   354.734   315.717   498.000     2.716     0.000     0.280
   355.277   316.205   499.000     2.721     0.000     0.280
   355.820   316.694   500.000     2.727     0.000     0.280
   355.897   316.763   500.142     2.728     0.000     0.278
