****************************************************************************************************
----------------------------------------------------------------------------------------------------
Ambient Table:
     Depth   Amb-cur   Amb-dir   Amb-sal   Amb-tem   Amb-pol     Decay   Far-spd   Far-dir   Disprsn
       (m)     (m/s)     (deg)     (psu)       (C)    (mg/L)   (1/day)     (m/s)     (deg)(m0.67/s2)
     0.000     0.090     0.000    32.000    14.000     0.000     0.000     0.050     0.000   0.00030
     2.000     0.085     0.000    32.000    12.000     0.000     0.000     0.050     0.000   0.00030
     4.000     0.070     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
     6.000     0.065     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
     8.000     0.060     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
    10.000     0.055     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
    12.000     0.050     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
----------------------------------------------------------------------------------------------------
Diffuser Table:
     P-dia    P-elev   V-angle   H-angle     Ports   Spacing   AcuteMZ   ChrncMZ   P-depth   Ttl-flo   Eff-sal      Temp   Polutnt
       (m)       (m)     (deg)     (deg)       ( )       (m)       (m)       (m)       (m)     (MGD)     (psu)       (C)    (mg/L)
      0.08      0.31     45.00     30.00     18.00      6.10     10.20    102.00     11.00      8.00      0.00      2.63    100.00
----------------------------------------------------------------------------------------------------
Simulation Results:
              Dilutn     P-dia    x-posn    y-posn     Depth
      Step (FluxAvg)       (m)       (m)       (m)       (m)
   274.662   243.201   343.000     1.859
   275.150   243.648   344.000     1.864
   275.639   244.096   345.000     1.870
   276.127   244.543   346.000     1.876
   276.617   244.991   347.000     1.881
   277.107   245.440   348.000     1.887
   277.597   245.888   349.000     1.892
   278.088   246.337   350.000     1.898
   278.579   246.786   351.000     1.903
   279.070   247.236   352.000     1.909
   279.562   247.685   353.000     1.914
   280.054   248.135   354.000     1.920
   280.547   248.586   355.000     1.925
   281.040   249.036   356.000     1.931
   281.533   249.487   357.000     1.936
   282.027   249.938   358.000     1.942
   282.521   250.389   359.000     1.947
   283.016   250.841   360.000     1.953
   283.511   251.293   361.000     1.958
   284.006   251.745   362.000     1.964
   284.502   252.197   363.000     1.969
   284.999   252.650   364.000     1.975
   285.495   253.103   365.000     1.981
   285.992   253.556   366.000     1.986
   286.490   254.010   367.000     1.992
   286.987   254.464   368.000     1.997
   287.486   254.918   369.000     2.003
   287.984   255.372   370.000     2.008
   288.483   255.827   371.000     2.014
   288.982   256.281   372.000     2.019
   289.482   256.737   373.000     2.025
   289.982   257.192   374.000     2.030
   290.483   257.648   375.000     2.036
   290.984   258.104   376.000     2.041
   291.485   258.560   377.000     2.047
   291.986   259.016   378.000     2.052
   292.488   259.473   379.000     2.058
   292.991   259.930   380.000     2.063
   293.494   260.387   381.000     2.069
   293.997   260.845   382.000     2.074
   294.500   261.303   383.000     2.080
   295.004   261.761   384.000     2.086
   295.508   262.219   385.000     2.091
   296.013   262.678   386.000     2.097
   296.518   263.137   387.000     2.102
   297.023   263.596   388.000     2.108
   297.529   264.056   389.000     2.113
   298.035   264.515   390.000     2.119
   298.542   264.975   391.000     2.124
   299.049   265.436   392.000     2.130
   299.556   265.896   393.000     2.135
   300.064   266.357   394.000     2.141
   300.571   266.818   395.000     2.146
   301.080   267.279   396.000     2.152
   301.588   267.741   397.000     2.157
   302.098   268.203   398.000     2.163
   302.607   268.665   399.000     2.168
   303.117   269.127   400.000     2.174
   303.627   269.590   401.000     2.180
   304.137   270.053   402.000     2.185
   304.648   270.516   403.000     2.191
   305.159   270.980   404.000     2.196
   305.671   271.443   405.000     2.202
   306.183   271.908   406.000     2.207
   306.695   272.372   407.000     2.213
   307.208   272.836   408.000     2.218
   307.721   273.301   409.000     2.224
   308.234   273.766   410.000     2.229
   308.748   274.232   411.000     2.235
   309.262   274.697   412.000     2.240
   309.776   275.163   413.000     2.246
   310.291   275.629   414.000     2.251
   310.806   276.096   415.000     2.257
   311.322   276.562   416.000     2.262
   311.838   277.029   417.000     2.268
   312.354   277.496   418.000     2.273
   312.870   277.964   419.000     2.279
   313.387   278.432   420.000     2.285
   313.904   278.900   421.000     2.290
   314.422   279.368   422.000     2.296
   314.940   279.836   423.000     2.301
   315.458   280.305   424.000     2.307
   315.977   280.774   425.000     2.312
   316.496   281.243   426.000     2.318
   317.015   281.713   427.000     2.323
   317.535   282.183   428.000     2.329
   318.055   282.653   429.000     2.334
   318.575   283.123   430.000     2.340
   319.096   283.594   431.000     2.345
   319.617   284.065   432.000     2.351
   320.138   284.536   433.000     2.356
   320.660   285.007   434.000     2.362
   321.182   285.479   435.000     2.367
   321.704   285.951   436.000     2.373
   322.227   286.423   437.000     2.379
   322.750   286.896   438.000     2.384
   323.273   287.368   439.000     2.390
   323.797   287.841   440.000     2.395
   324.321   288.315   441.000     2.401
   324.845   288.788   442.000     2.406
   325.370   289.262   443.000     2.412
   325.895   289.736   444.000     2.417
   326.421   290.210   445.000     2.423
   326.946   290.685   446.000     2.428
   327.472   291.160   447.000     2.434
   327.999   291.635   448.000     2.439
   328.526   292.110   449.000     2.445
   329.053   292.586   450.000     2.450
   329.580   293.061   451.000     2.456
   330.108   293.538   452.000     2.461
   330.636   294.014   453.000     2.467
   331.164   294.491   454.000     2.473
   331.693   294.967   455.000     2.478
   332.222   295.445   456.000     2.484
   332.751   295.922   457.000     2.489
   333.281   296.400   458.000     2.495
   333.811   296.878   459.000     2.500
   334.342   297.356   460.000     2.506
   334.872   297.834   461.000     2.511
   335.403   298.313   462.000     2.517
   335.935   298.792   463.000     2.522
   336.466   299.271   464.000     2.528
   336.998   299.751   465.000     2.533
   337.531   300.230   466.000     2.539
   338.063   300.710   467.000     2.544
   338.596   301.191   468.000     2.550
   339.130   301.671   469.000     2.555
   339.663   302.152   470.000     2.561
   340.197   302.633   471.000     2.567
   340.731   303.114   472.000     2.572
   341.266   303.596   473.000     2.578
   341.801   304.077   474.000     2.583
   342.336   304.560   475.000     2.589
   342.872   305.042   476.000     2.594
   343.407   305.524   477.000     2.600
   343.944   306.007   478.000     2.605
   344.480   306.490   479.000     2.611
   345.017   306.974   480.000     2.616
   345.554   307.457   481.000     2.622
   346.092   307.941   482.000     2.627
   346.629   308.425   483.000     2.633
   347.167   308.909   484.000     2.638
   347.706   309.394   485.000     2.644
   348.245   309.879   486.000     2.649
   348.784   310.364   487.000     2.655
   349.323   310.849   488.000     2.661
   349.863   311.335   489.000     2.666
   350.403   311.821   490.000     2.672
   350.943   312.307   491.000     2.677
   351.484   312.794   492.000     2.683
   352.024   313.280   493.000     2.688
   352.566   313.767   494.000     2.694
   353.107   314.254   495.000     2.699
   353.649   314.742   496.000     2.705
   354.191   315.229   497.000     2.710
   354.734   315.717   498.000     2.716
   355.277   316.205   499.000     2.721
   355.820   316.694   500.000     2.727
   355.897   316.763   500.142     2.728
